video_id,title,description,channel_title,tags_api_raw,views,views_per_hour,from_shorts,duration_sec,published_at,category_id,using_fallback,category_name,hashtags_extracted,tags_common,tags_only_api,tags_only_hash
W8lGwXy45IA,Эпичная концовка. Девушка отказалась садиться в такси? #shorts #опрос #юмор,,Loyalty,[],5512704,82484.84784579376,1,36,2025-11-17T12:40:47Z,24,0,Entertainment,"[""shorts"", ""юмор"", ""опрос""]",[],[],"[""shorts"", ""опрос"", ""юмор""]"
BzI2qboEP-s,Слишком рано обрадовалась,"новости, новости сегодня, новости дня, главные новости сегодня, главные новости, свежие новости, сегодняшнего дня, события дня, короче новости, странные новости, новости мира, мировые новости, ильюша новости, новостничок",Новостной Гусь,[],4161296,47016.08133213352,1,30,2025-11-16T15:00:17Z,24,0,Entertainment,[],[],[],[]
kJSi-YTqmFI,Я Повторил Шаолинский Приём !🤯 #рекомендации,,Koshyl_Live,[],2908883,71678.48342585102,1,30,2025-11-18T14:55:49Z,24,0,Entertainment,"[""рекомендации""]",[],[],"[""рекомендации""]"
QpdGK0JaPno,Как мужчины заводят друзей:,,ПРЕМИЯ ДАРВИНА,[],4937544,35143.24935953356,1,27,2025-11-14T11:00:54Z,24,0,Entertainment,[],[],[],[]
_a1kJgE-64Q,Экономит как может #юмор #кино #shorts #фильмы,,The Series Hub,[],1258154,60534.620715802026,1,20,2025-11-19T10:43:43Z,24,0,Entertainment,"[""кино"", ""юмор"", ""фильмы"", ""shorts""]",[],[],"[""shorts"", ""кино"", ""фильмы"", ""юмор""]"
khoZ1icv8kE,Встретились спустя 2 года...,"I apologize if I used your video without proper permission. Please contact me at mistereight8888@proton.me to resolve any copyright concerns. Thank you for your understanding!

Copyright Disclaimer Under Section 107 of the Copyright Act 1976, allowance is made for ""fair use"" for purposes such as criticism, commenting, Entertainment, news reporting, teaching, scholarship, sports, and research. Fair use is a use permitted by copyright statutes that might otherwise be infringing. Non-profit, educational, or personal use tips the balance in favor of fair use.",ЗаРулем,"[""дтп"", ""аварии"", ""аварии на дороге"", ""ситуации на дороге"", ""мото"", ""авто"", ""интересное"", ""подборка"", ""подборка дтп"", ""неправильная парковка"", ""видеорегистратор"", ""копы"", ""полиция"", ""арест"", ""крайм"", ""тру крайм"", ""трукрайм""]",2515203,39003.19845973956,1,44,2025-11-17T15:01:32Z,24,0,Entertainment,[],[],"[""аварии"", ""аварии на дороге"", ""авто"", ""арест"", ""видеорегистратор"", ""дтп"", ""интересное"", ""копы"", ""крайм"", ""мото"", ""неправильная парковка"", ""подборка"", ""подборка дтп"", ""полиция"", ""ситуации на дороге"", ""тру крайм"", ""трукрайм""]",[]
VfCqpIRorIQ,"Подписывайся, чтобы интересно готовиться к литре на 90+🔥 #егэ #литра",,Юля Литра | ЕГЭ по литературе | ЕГЭLAND,[],1452977,22491.94800205822,1,20,2025-11-17T14:54:46Z,24,0,Entertainment,"[""литра"", ""егэ""]",[],[],"[""егэ"", ""литра""]"
c3GF8UVvEVU,№160 ЗАСМЕЯЛСЯ - ПОДПИСАЛСЯ! 🤣,"React: @КоммeнтШоу

autor: logachevy_msk

Все видео сделаны и отредактированы лично мной, но я не претендую на авторство материала, из которого они изготовлены.

Если у вас есть вопросы по авторским правам на видео, пожалуйста, свяжитесь со мной в Telegram @mark_yout до предпринятия каких-либо действий и я отвечу Вам в течение 2 часов. 
Видео будет удалено с канала или я Вас отмечу (как Вы посчитаете нужным).

If you have any questions regarding the copyrights on the videos, please contact me at Telegram @mark_yout before taking any action.

Copyright Notice: In accordance with Section 107 of the Copyright Act of 1976, this material is used under the 'fair use' provision for activities such as criticism, commentary, news reporting, teaching, scholarship, and research.",Pulse | Лучшие ролики каждый день,[],4546852,28283.305216087156,1,11,2025-11-13T14:45:06Z,24,0,Entertainment,[],[],[],[]
5y52Hc69fKA,"Испугалась новорожденной дочери , сериал «Акушер» новый сезон.",,Тетя Даша,[],2051922,46890.491834687455,1,38,2025-11-18T11:45:10Z,24,0,Entertainment,[],[],[],[]
X87iKMNOMDY,Вот как надо бегать от армии 🪖🚪🙈,"Copyright Notice: In accordance with Section 107 of the Copyright Act of 1976, this material is used under the 'fair use' provision for activities such as criticism, commentary, news reporting, teaching, scholarship, and research. 

If you are the owner of copyright and have discovered that your material has been used without your permission, or if you wish to request the removal of content for another reason, please write to us at our official email address: dad33dads@gmail.com.

Если вы считаете, что видео на этом канале нарушает Ваши авторские права, напишите нам на почту: dad33dads@gmail.com, и мы ответим Вам в течение 24 часов. Видео будет удалено с канала или мы Вас отметим (как Вы посчитаете нужным).",Kruzak Shorts | Лучшие Авто Видео со всей России,[],3935648,27948.43140785634,1,30,2025-11-14T10:41:40Z,24,0,Entertainment,[],[],[],[]
