video_id,title,description,channel_title,tags_api_raw,views,views_per_hour,from_shorts,duration_sec,published_at,category_id,using_fallback,category_name,hashtags_extracted,tags_common,tags_only_api,tags_only_hash
rWlxTbABV8k,SAMMY vs ЕРОКС!😱НАЧАЛИ С НУЛЯ но У НАС УЛУЧШАЮТСЯ ДОРОЖКИ в Steal a Brainrot,"Брейроты по цене чипсов на FunPay :https://funpay.com/go/EroxBrainrot

Маша - @RobloxMashaa 

тг канал: https://t.me/eroxblox/

😱НАЧАЛИ С НУЛЯ но У НАС УЛУЧШАЮТСЯ ДОРОЖКИ в Steal a Brainrot
И это превратилось в настоящее безумие — мы с Машей и Бегемотом устроили соревнование за триллион 

Каждая новая сумма открывает новый этаж, а вместе с ним — всё более безумные и дорогие брейнроты!
С каждым шагом испытания становятся сложнее, эмоции сильнее, а прогресс — всё круче! 

В ролике ты увидишь:
мою личную дорожку с уникальными брейнротами,
новые уровни и неожиданные испытания,
соревнование за 1 триллион между мной, Машей и Бегемотом,
и самые эпичные моменты прямо на базе!

Этот ролик — просто взрыв эмоций, такого в Steal a Brainrot ты точно не видел!
Поддержи ролик лайком, если болеешь за меня,

Подписывайся, чтобы не пропустить новые безумные эксперименты с дорожками и брейнротами!",EroxBlox,[],130462,26233.26978767417,0,1192,2025-11-13T07:39:54Z,20,0,Gaming,[],[],[],[]
qrSc_BvPjA4,😱Максимальная Удача на 15 КОНВЕЕРАХ На АДМИНСКОМ СЕРВЕРЕ с SAMMY в Steal a Brainrot..,"Максимальная Удача на 15 КОНВЕЕРАХ На АДМИНСКОМ СЕРВЕРЕ с SAMMY в Steal a Brainrot..
👉ТГ: https://t.me/fixeeye

Меня можешь найти здесь:
💬ВК: https://vk.com/fixeye
✅МОЙ МЕРЧ - https://fixeye.shop/

В этом роблокс видео играем в игру Укради брейнрот steal a brainrot в роблокс!",FixEye - Роблокс,"[""фиксай"", ""fixeye"", ""roblox"", ""роблокс"", ""прокачали мемы"", ""steal a brainrot"", ""steal a brainrot прохождение"", ""секреты steal a brainrot"", ""115 конвеера"", ""как сделать 15 конвееров"", ""15 конвееров в steal a brainrot"", ""второй конвеер steal a brainrot"", ""15 полос брейнротов"", ""максимальная удача"", ""админский сервер"", ""сервер админов steal a brainrot"", ""пятнадцать конвееров в steal a brainrot"", ""брейнроты на пятнадцати конвеерах"", ""максимальная удача в steal a brainrot""]",152692,33059.475230123026,0,831,2025-11-13T08:01:10Z,20,0,Gaming,[],[],"[""115 конвеера"", ""15 конвееров в steal a brainrot"", ""15 полос брейнротов"", ""fixeye"", ""roblox"", ""steal a brainrot"", ""steal a brainrot прохождение"", ""админский сервер"", ""брейнроты на пятнадцати конвеерах"", ""второй конвеер steal a brainrot"", ""как сделать 15 конвееров"", ""максимальная удача"", ""максимальная удача в steal a brainrot"", ""прокачали мемы"", ""пятнадцать конвееров в steal a brainrot"", ""роблокс"", ""секреты steal a brainrot"", ""сервер админов steal a brainrot"", ""фиксай""]",[]
rWmD2yv6L94,"😱 Майнкрафт, но Мы Связаны ОДНОЙ ЦЕПЬЮ • [Полное Прохождение] + Фиксплей","Майнкрафт, но Мы Связаны ОДНОЙ ЦЕПЬЮ • [Полное Прохождение] + Фиксплей

Мой мерч: https://mirohodec.ru/
Мой магазин: https://lololoshkashop.net/goods/minecraft-sajt
Мой ВК: https://vk.com/mrlololoshka
Твой арт на превьюшку скидывать сюда: https://vk.com/album-39408465_269702875?rev=1
Инстаграм: https://www.instagram.com/lololoshkause",MrLololoshka (Роман Фильченков),"[""лололошка"", ""lololoshka"", ""mrlololoshka"", ""летсплей"", ""сборка"", ""скачать"", ""магия"", ""моды"", ""майнкрафт"", ""minecraft""]",726054,25370.40256329469,0,2868,2025-11-12T08:01:12Z,20,0,Gaming,[],[],"[""lololoshka"", ""minecraft"", ""mrlololoshka"", ""летсплей"", ""лололошка"", ""магия"", ""майнкрафт"", ""моды"", ""сборка"", ""скачать""]",[]
y-LsLtyVRRQ,ЧОППЕР ТРОЛЛИТ! СПИРИТ - ФАЛЬКОНС,"ПОПОЛНИТЬ STEAM - https://plrk.co/p/RAIZBlastRivals
ПРОМОКОД 5%  - RAIZ

Первый день Blast Rivals в Гонконге! И сразу начинает с жаркого матча Spirit - Falcons в который чоппер жестко так затроил)",РАЙЗ,[],162301,16874.93730584824,0,942,2025-11-13T03:01:13Z,20,0,Gaming,[],[],[],[]
c48izTJ_DvE,ВСЕ ХОТЯТ ОТДАТЬ МНЕ ДЕНЬГИ В МАЙНКРАФТ!,"Все хотят дать мне денег в Майнкрафт!

► Мой Телеграм: https://t.me/edisonfamilia
★ Мой магазин ОДЕЖДЫ: https://edisonfamily.vsemaykishop.ru/
► Мой Твич: https://www.twitch.tv/edison

● Мой Инстаграм: https://www.instagram.com/edisonperets/
● Я ВКонтакте: http://vk.com/eduard_perets
● Группа ВКонтакте: http://vk.com/edfungroup
★ Мой второй канал Эдисон Перец: https://www.youtube.com/c/eduardperets
▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰▰
► Реклама и сотрудничество: edison@wildjam.ru",EdisonPts,"[""эдисон"", ""едісон"", ""edisonpts"", ""эдисон перец"", ""едисон"", ""эд"", ""майнкрафт"", ""minecraft""]",338633,16720.933270364298,0,1488,2025-11-12T16:23:10Z,20,0,Gaming,[],[],"[""edisonpts"", ""minecraft"", ""едисон"", ""едісон"", ""майнкрафт"", ""эд"", ""эдисон"", ""эдисон перец""]",[]
_kYH-o5nUiI,Финал ПРАЙМА ЮЗИ печалит,"💚ДЕШЕВЫЕ ИГРЫ НА LOLZTEAM - https://lolz.link/clownway
💚ПОПОЛНИ СТИМ ВЫГОДНО - https://lolz.link/clownway_steam



Telegram: https://t.me/conway671games
Boosty: https://boosty.to/conway
Patreon: https://www.patreon.com/conway671
Спонсорка на YouTube: https://www.youtube.com/channel/UCRP1sr26PRlv4YabzZuX36w/join

TWITCH: https://www.twitch.tv/conway671",CLOWNWAY,"[""conway"", ""clownway"", ""конвей"", ""клоунвей"", ""юзя"", ""uzya"", ""ричард"", ""твич"", ""twitch"", ""прайм юзи""]",133062,7836.223727634541,0,1633,2025-11-12T19:39:28Z,20,0,Gaming,[],[],"[""clownway"", ""conway"", ""twitch"", ""uzya"", ""клоунвей"", ""конвей"", ""прайм юзи"", ""ричард"", ""твич"", ""юзя""]",[]
5-3-FlUiwnI,САМАЯ БЫСТРАЯ БМВ ШТАТА СТАЛА ЕЩЕ БЫСТРЕЕ! ЭКСТРЕМАЛЬНЫЕ СТАВКИ В ГТА 5 РП! (ECLIPSE GTA 5 RP),"🔥Станьте IT-специалистом с нуля в Skillfactory: https://go.skillfactory.ru/IH3Stg
Черная пятница с самой большой скидкой в году — до 65% + 4 мини-курса в подарок по промокоду SPEEN, только до 30 ноября!

Телега: https://t.me/joe_speen_youtube
Дзен-канал: https://dzen.ru/joespeen
TikTok: https://www.tiktok.com/@joraspeenov
Плейлист ГТА 5 РП: https://www.youtube.com/watch?v=tDj7ASjyZGE&list=PLigb8-1YV7vwR9n1uwUI_bYSh86r24fYY

Я играю на сервере Eclipse: http://bit.ly/EclipseN1 
Промокод на 10 дней VIP и 12500$ до 5 уровня - SodaSosok
Сайт проекта: https://gta5rp.com
Группа проекта - https://vk.com/gta5rp

#joespeen #gta5rp #джоспин #гта5рп
#гта5рпэклипс 

САМАЯ БЫСТРАЯ БМВ ШТАТА СТАЛА ЕЩЕ БЫСТРЕЕ! ЭКСТРЕМАЛЬНЫЕ СТАВКИ В ГТА 5 РП! (ECLIPSE GTA 5 RP)

Заказ рекламы: https://vk.com/topic-83456972_34213677
@SodaEffect @DeaDem @Dizoff

Реклама. ООО ""Скилфэктори"", erid: 2VtzqwdtJGQ",Joe Speen,"[""joe speen"", ""джо спин"", ""гта 5"", ""гта 5 онлайн"", ""gta 5 онлайн"", ""gta 5 online"", ""gta 5 online"", ""гта 5 рп"", ""gta 5 rp"", ""gta 5"", ""gta 5 rp начало игры"", ""gta 5 rp начало"", ""joe"", ""speen"", ""эклипс гта 5 рп"", ""eclipse gta 5 rp"", ""eclipse"", ""обновление гта 5 рп"", ""как заработать"", ""как заработать деньги"", ""обнова"", ""достижение"", ""обнова в гта 5 рп"", ""автодом гта 5 рп"", ""самый эпичный челлендж"", ""хэллоуин"", ""хэллоуин гта 5 рп"", ""самая быстрая бмв"", ""стала ещё быстрее"", ""экстремальные ставки""]",248990,10469.298743417376,0,3418,2025-11-12T12:51:19Z,20,0,Gaming,"[""гта5рп"", ""gta5rp"", ""джоспин"", ""гта5рпэклипс"", ""joespeen""]",[],"[""eclipse"", ""eclipse gta 5 rp"", ""gta 5"", ""gta 5 online"", ""gta 5 rp"", ""gta 5 rp начало"", ""gta 5 rp начало игры"", ""gta 5 онлайн"", ""joe"", ""joe speen"", ""speen"", ""автодом гта 5 рп"", ""гта 5"", ""гта 5 онлайн"", ""гта 5 рп"", ""джо спин"", ""достижение"", ""как заработать"", ""как заработать деньги"", ""обнова"", ""обнова в гта 5 рп"", ""обновление гта 5 рп"", ""самая быстрая бмв"", ""самый эпичный челлендж"", ""стала ещё быстрее"", ""хэллоуин"", ""хэллоуин гта 5 рп"", ""эклипс гта 5 рп"", ""экстремальные ставки""]","[""gta5rp"", ""joespeen"", ""гта5рп"", ""гта5рпэклипс"", ""джоспин""]"
Qxu5Qsg65iY,УЖАСНО БОЛЬШАЯ КВАРТИРА ► Lost Luminosity,"Lost Luminosity. Всем приятного просмотра!
Подписывайтесь на сообщество в VK Видео по ссылке ниже и не забывайте включать уведомления, чтобы не пропустить новые видео - https://vk.com/kuplinovplay

Стать спонсором - https://www.youtube.com/user/KuplinovPlay/join

Не забудь подписаться:

► Канал - https://www.youtube.com/user/KuplinovPlay?sub_confirmation=1
► Телеграм - https://t.me/Kuplinov_Telegram
► Я ВКонтакте - http://vk.com/dmitry.kuplinov
► Паблик ВКонтакте - http://vk.com/kuplinovplay
► Записи стримов - https://www.youtube.com/c/Kuplinov

Не забудь посмотреть:

► VR-игры - https://www.youtube.com/playlist?list=PLejGw9J2xE9XitlcXeglBKKpReHkR1V1g
► Выносы мозга - https://www.youtube.com/playlist?list=PLejGw9J2xE9Wc11B8k-HX-phPrKaBWTBK
► Инди-хорроры - https://www.youtube.com/playlist?list=PLejGw9J2xE9UdVY6-0LqONzOVysnd9UY2
► Давай глянем - https://www.youtube.com/playlist?list=PLejGw9J2xE9XXdRNaLvR_gkJYm65gadta
► Все прохождения - https://www.youtube.com/user/KuplinovPlay/videos
 
#LostLuminosity #KuplinovPlay

Ставьте лайки, рассказывайте друзьям и обязательно комментируйте! =)",Kuplinov ► Play,"[""lost luminosity"", ""lost luminosity game"", ""lost luminosity игра"", ""lost luminosity let's play"", ""lost luminosity летс плей"", ""lost luminosity геймплей"", ""lost luminosity gameplay"", ""scary games"", ""horror games"", ""страшные игры"", ""jumpscares"", ""скримеры"", ""инди хорроры"", ""indie horrors"", ""horrors"", ""хорроры"", ""kuplinov play"", ""куплинов плей"", ""куплинов"", ""kuplinov""]",131092,5323.932847203776,0,3571,2025-11-12T12:00:54Z,20,0,Gaming,"[""kuplinovplay"", ""lostluminosity""]",[],"[""horror games"", ""horrors"", ""indie horrors"", ""jumpscares"", ""kuplinov"", ""kuplinov play"", ""lost luminosity"", ""lost luminosity game"", ""lost luminosity gameplay"", ""lost luminosity let's play"", ""lost luminosity геймплей"", ""lost luminosity игра"", ""lost luminosity летс плей"", ""scary games"", ""инди хорроры"", ""куплинов"", ""куплинов плей"", ""скримеры"", ""страшные игры"", ""хорроры""]","[""kuplinovplay"", ""lostluminosity""]"
SsS8enCGgn4,"50 КРАФТОВ Ножей на 2.500.000 Рублей в CS2 ft. Murzofix , Aveo , Tweek","50 КРАФТОВ Ножей на 2.500.000 Рублей в CS2 ft. Murzofix , Aveo , Tweek

🔥 тг канал: https://t.me/romanovcs

В этом ролике я себе поставил цель сделать 100 крафтов на ножи и перчи в кс2, но смог только 50, но и эти 50 крафтов были жёсткими. (недавно в кс2 вышла обнова, после  которой ввели возможность делать контракты из тайных скинов на ножи и перчатки. Это очень сильно изменило экономику CS2 и принесло множество контента. Безусловно легендарный ролик.

@Aveocsgo 
@Murzikfix 
@TweekCSGO 

● Подписывайся:https://www.youtube.com/@romanovcase?sub_confirmation=1


#кейсбатл #casebattle #ксбатл #кб






























Оптимизация:

кс2 / крафты кс2 / кейс батл \ case-battle новые кейсы , кейс батл новые кейсы, кейс батл \ case-battle проверка новых кейсов, кейс батл как окупиться? Новые кейсы case battle, новые кейсы кейс батл, Кейс батл большой депозит, кейс батл прокачка аккаунта, кейс батл промокод, case-battle промокод, Кейс батл обновление, кс крафты, 50 крафтов , романов, romanov, 100 крафтов кс2 , крафты на 2.000.000, кс крафты , крафты кс , контракты кс2 , кс2 контракты , эвелон, строго , мурзофикс КАК Я СДЕЛАЛ САМЫЕ УДАЧНЫЕ КРАФТЫ В CS2


#CS2 #КС2 #case-battle",Романов?,"[""романов"", ""romanov"", ""romanov крейзи"", ""романов крейзи"", ""драгон лор"", ""cs2"", ""кс2"", ""кс 2"", ""counter strike 2"", ""крафт ножей"", ""крафт ножей кс 2"", ""скрафтил нож кс 2"", ""обновление кс2"", ""обновление cs2"", ""кс 2 обновление"", ""видео кс2"", ""обнова кс2"", ""обновление кс"", ""обновление кс го"", ""крафты ножей кс го"", ""как скрафтить нож"", ""cs2 обнова"", ""крафт ножей cs2"", ""новые крафты"", ""мурзофикс"", ""авео"", ""твик"", ""крафт перчаток"", ""крафт перчаток кс 2"", ""скрафтил нож"", ""ретейк кс 2"", ""скрафтил бабочку"", ""cs2 обновление"", ""case battle"", ""кейс батл""]",104417,4320.090592775939,0,2121,2025-11-12T12:28:05Z,20,0,Gaming,"[""ксбатл"", ""cs2"", ""кс2"", ""кейсбатл"", ""кб"", ""casebattle"", ""case""]","[""cs2"", ""кс2""]","[""case battle"", ""counter strike 2"", ""cs2 обнова"", ""cs2 обновление"", ""romanov"", ""romanov крейзи"", ""авео"", ""видео кс2"", ""драгон лор"", ""как скрафтить нож"", ""кейс батл"", ""крафт ножей"", ""крафт ножей cs2"", ""крафт ножей кс 2"", ""крафт перчаток"", ""крафт перчаток кс 2"", ""крафты ножей кс го"", ""кс 2"", ""кс 2 обновление"", ""мурзофикс"", ""новые крафты"", ""обнова кс2"", ""обновление cs2"", ""обновление кс"", ""обновление кс го"", ""обновление кс2"", ""ретейк кс 2"", ""романов"", ""романов крейзи"", ""скрафтил бабочку"", ""скрафтил нож"", ""скрафтил нож кс 2"", ""твик""]","[""case"", ""casebattle"", ""кб"", ""кейсбатл"", ""ксбатл""]"
OmKrKTwtukE,Steam Hardware Announcement,"Learn more and wishlist now: https://steampowered.com/hardware
Announcing new Steam Hardware from Valve: Steam Controller, Steam Machine, and Steam Frame are coming in 2026. Just like Steam Deck, all three devices are optimized for Steam and designed for players to get even more out of their Steam library.",Valve,[],2493226,133855.81509420637,0,377,2025-11-12T18:00:43Z,20,0,Gaming,[],[],[],[]
