video_id,title,description,channel_title,tags_api_raw,views,views_per_hour,from_shorts,duration_sec,published_at,category_id,using_fallback,category_name,hashtags_extracted,tags_common,tags_only_api,tags_only_hash
FELwU3mvgT8,1000 IQ мув,,ПРЕМИЯ ДАРВИНА,[],4149403,47687.835326038774,1,46,2025-11-22T16:00:21Z,23,0,Comedy,[],[],[],[]
_a1kJgE-64Q,Экономит как может #юмор #кино #shorts #фильмы,,The Series Hub,[],5504006,33501.97658941755,1,20,2025-11-19T10:43:43Z,23,0,Comedy,"[""shorts"", ""кино"", ""юмор"", ""фильмы""]",[],[],"[""shorts"", ""кино"", ""фильмы"", ""юмор""]"
_V-ZrOCcAKg,Закрытие любимой пивнушки...😂#юмор#приколы#шоу#shorts,"юмор
приколы
шоу
shorts",VRODE SHORTS,[],3159074,26927.47215543921,1,87,2025-11-21T09:41:59Z,23,0,Comedy,"[""shorts"", ""приколы"", ""юмор"", ""шоу""]",[],[],"[""shorts"", ""приколы"", ""шоу"", ""юмор""]"
6RqV3t8TUJI,🤣Почему китайские слова могут смутить не в китайском ресторане | Зубарев #shorts,"🤣Почему китайские слова могут смутить не в китайском ресторане | Зубарев #shorts 

Все показанное на этом видео это Постановка. Не воспринимайте всерьез сказанное автором этих видео. Это просто такой Юмор и никто никого не хотел оскорбить или обидеть. Автор этих видео в реальной жизни нормальный человек с серьезной работой, который имеет право на свободу слова и выбора как и все люди на Земле. Он никого не хотел обидеть или оскорбить (просто так шутит). Он не в коем случае не посягал и не посягает не на чью свободу выбора. Никто в этих видео НЕ пострадал (не физически не морально).

👇Мои Социальные сети👇:
📱Социальные сети:
                    ✅  https://zubarefff.com

📲Сотрудничество и заказ рекламы🤑: 
                    ✅  e-mail - ad@zubarefff.com

🏪Мой Мерч (Мой Магазин):
👉Здесь выбираем что хотим: https://t.me/zubarefffshop
👉Здесь Договариваемся по поводу оплаты и Куда доставлять:   https://t.me/Shindt


😇Мои Плей листы (Тонкого юмора): 🔞

😎🤦🏼‍♂️Тонкий Юмор:  https://bit.ly/3kXCYJS
🐱🤣 Мой Кот по имени Гараж: https://bit.ly/3SXWupB
🍟🥰😍Роспакоука (тонкий Обзор еды):  https://bit.ly/3kUDjNM
🚴Роспакоука (Обзор Техники): https://bit.ly/3KZWUqa
😱😯",Зубарев,"[""приколы"", ""шутки"", ""анекдоты"", ""приколы от зубарев"", ""зубареф"", ""распаковка зубарев"", ""прикол"", ""viral videos"", ""смешные приколы"", ""видео приколы"", ""zubarefff"", ""лучшие приколы"", ""подборка приколов"", ""мемы"", ""смешные видео"", ""канал зубарев"", ""youtube shorts"", ""короткие видео"", ""вертикальное видео"", ""короткие видео ютуб"", ""юмор зубарев"", ""рекомендации"", ""приколы зубарев"", ""stand up"", ""stand up comedy"", ""комедия"", ""смех"", ""ржака до слез"", ""зубарев"", ""жиза"", ""почему китайские слова могут смутить не в китайском ресторане""]",3210994,26476.942827370778,1,30,2025-11-21T05:44:33Z,23,0,Comedy,"[""shorts""]",[],"[""stand up"", ""stand up comedy"", ""viral videos"", ""youtube shorts"", ""zubarefff"", ""анекдоты"", ""вертикальное видео"", ""видео приколы"", ""жиза"", ""зубарев"", ""зубареф"", ""канал зубарев"", ""комедия"", ""короткие видео"", ""короткие видео ютуб"", ""лучшие приколы"", ""мемы"", ""подборка приколов"", ""почему китайские слова могут смутить не в китайском ресторане"", ""прикол"", ""приколы"", ""приколы зубарев"", ""приколы от зубарев"", ""распаковка зубарев"", ""рекомендации"", ""ржака до слез"", ""смех"", ""смешные видео"", ""смешные приколы"", ""шутки"", ""юмор зубарев""]","[""shorts""]"
j1pYLREXZoI,Создайте такое же видео в нашем боте за 1 минуту🤣 #юмор #смехпродлеваетжизнь #прикол,,Veo 3 | Sora 2  Здесь смешно⚡,[],4950644,24451.100333733255,1,15,2025-11-17T20:32:47Z,23,0,Comedy,"[""прикол"", ""смехпродлеваетжизнь"", ""юмор""]",[],[],"[""прикол"", ""смехпродлеваетжизнь"", ""юмор""]"
nIWCar_jgYg,"бухгалтерия узнала о болезни зумеров, но что-то пошло не так 😂 не будет говорить о чем она подумала",,ЛУТЧАК,[],1080344,26684.425904663818,1,59,2025-11-24T14:31:54Z,23,0,Comedy,[],[],[],[]
UM4vTmpsHrM,Мем,,ELMEEV,[],3001701,18661.41553142427,1,10,2025-11-19T14:10:01Z,23,0,Comedy,[],[],[],[]
_ATCndWA6UU,БАЗА😂😂😂 #юмор #шуточное #прикол #пранк #смешновидео #смех #смешнойшортс,,УГОЛОК СМЕХА,[],1849073,16096.99991372215,0,61,2025-11-21T12:08:49Z,23,0,Comedy,"[""смешнойшортс"", ""шуточное"", ""юмор"", ""прикол"", ""смешновидео"", ""смех"", ""пранк""]",[],[],"[""пранк"", ""прикол"", ""смех"", ""смешновидео"", ""смешнойшортс"", ""шуточное"", ""юмор""]"
D2046Mn0KhA,Шаолинь против домашки #учитель #юмор #прикол #мемы  #пранк #смешновидео #топ #егэ #shorts #мем,,Учитель Года,[],767335,32212.628040991913,1,39,2025-11-25T07:11:48Z,23,0,Comedy,"[""мем"", ""егэ"", ""юмор"", ""прикол"", ""мемы"", ""смешновидео"", ""shorts"", ""учитель"", ""топ"", ""пранк""]",[],[],"[""shorts"", ""егэ"", ""мем"", ""мемы"", ""пранк"", ""прикол"", ""смешновидео"", ""топ"", ""учитель"", ""юмор""]"
ff3xLIZIqJc,Скажи что-нибудь на мужицком,"Хотите открыть свою кофейню Varka в России или Беларуси?! Переходите по ссылке в шапке профиля!

#кофе #кофейня #бариста #общепит  #официант",Никита Нестеров ,"[""кофе"", ""кофейня"", ""капучино"", ""кафе"", ""общепит""]",657726,15256.887274359287,1,20,2025-11-24T11:54:27Z,23,0,Comedy,"[""официант"", ""общепит"", ""бариста"", ""кофейня"", ""кофе""]","[""кофе"", ""кофейня"", ""общепит""]","[""капучино"", ""кафе""]","[""бариста"", ""официант""]"
