video_id,title,description,channel_title,tags_api_raw,views,views_per_hour,from_shorts,duration_sec,published_at,category_id,category_name,hashtags_extracted,tags_common,tags_only_api,tags_only_hash
B3uiKmqnTjA,Xcho - Зачарованная (Elyxo Remix),"Elyxo - Where there's music, there's life ✨

Subscribe and hit that bell icon to stay up to date with our latest music 🔔

Follow Elyxo :
https://linktr.ee/elyxomusic

All rights go to their respective owners, if you want your content removed, please be civil and let us know through our mail, thank you!

#elyxo #xcho #remix #deephousemusic #music #deephouse",Elyxo,[],636114,2630.812886115014,0,418,2025-11-03T10:42:00Z,10,Music,"[""xcho"", ""music"", ""deephouse"", ""remix"", ""deephousemusic"", ""elyxo""]",[],[],"[""deephouse"", ""deephousemusic"", ""elyxo"", ""music"", ""remix"", ""xcho""]"
QYFHeoyi8WM,Artur Arakelyan - El Chem Dimanum,"For cooperation call:
AM: +37499600069 Arman

Music & Lyrics: Artur Arakelyan
Arrangement/rec/mix: Karen Khurshudyan
Solo: Seyran Simonyan
Guitar: Vardan Yegoryan
Directed by Arman Petrosyan
D.O.P.: Hrach Manucharyan
Edit/color: Harut Gevorgyan
MU by Anna Harutyunyan
Dancers: LevEl Dance

Special thanks to Friends Pub

Head of Marketing: https://www.instagram.com/armen_asryan/

Follow on social:
https://www.facebook.com/ArturArakelyan.official/
https://www.instagram.com/arturarakelyanofficial/
https://www.tiktok.com/@arturarakelyanofficial

#arturarakelyan  #ElChemDimanum #АртурАракелян

Anyone who re-uploads the music video or song will be removed from YouTube on Copyright Claim charges.",Artur Arakelyan,"[""el chem dimanum"", ""tanelu em hayastan"", ""tulutyunn es im"", ""tani tani"", ""7 or u 7 gisher"", ""7or7gisher"", ""dari sere"", ""hambuyre qo"", ""li a"", ""lia"", ""te dzev ka"", ""naka"", ""togh vor"", ""art"", ""art"", ""annman e sirte"", ""qavor"", ""kap ka"", ""qo hamar"", ""haykakan"", ""tar eli"", ""achqis siruma"", ""sirt im"", ""sirt im"", ""geka"", ""halel e sirts"", ""sirts"", ""liqe ser"", ""chimanalov"", ""artur arakelyan"", ""aselu ban chi"", ""kat kat"", ""qez gtav im sere"", ""es aghjike"", ""aghjik es"", ""imn e"", ""артур аракелян"", ""menak du"", ""elina""]",432843,9310.100903117882,0,183,2025-11-11T14:00:07Z,10,Music,"[""arturarakelyan"", ""артураракелян"", ""elchemdimanum""]",[],"[""7 or u 7 gisher"", ""7or7gisher"", ""achqis siruma"", ""aghjik es"", ""annman e sirte"", ""art"", ""artur arakelyan"", ""aselu ban chi"", ""chimanalov"", ""dari sere"", ""el chem dimanum"", ""elina"", ""es aghjike"", ""geka"", ""halel e sirts"", ""hambuyre qo"", ""haykakan"", ""imn e"", ""kap ka"", ""kat kat"", ""li a"", ""lia"", ""liqe ser"", ""menak du"", ""naka"", ""qavor"", ""qez gtav im sere"", ""qo hamar"", ""sirt im"", ""sirts"", ""tanelu em hayastan"", ""tani tani"", ""tar eli"", ""te dzev ka"", ""togh vor"", ""tulutyunn es im"", ""артур аракелян""]","[""arturarakelyan"", ""elchemdimanum"", ""артураракелян""]"
2h13aw5MMEI,RADIO TAPOK - Кёнигсберг (Официальное видео 2025),"Слушай новый альбом на всех сервисах: https://band.link/blitzkriegrelease
Моя телега с горячими обсуждениями: https://t.me/tapokmusic

Лейбл: Инсайт Мьюзик 
https://vk.com/insightmusicru 

Концерты, билеты тут: http://radiotapok.ru/ 
Обязательно нажми под видео ПОДЕЛИТЬСЯ во славу роцка и за монолит!

Магазин моего мерча с футболками: https://shop.radiotapok.ru/
Инста: @radiotapok  

Яндекс Музыка
YouTube Music
Apple Music
VK Музыка
Spotify
CберЗвук
Deezer
и другие по ссылке https://band.link/radiotapokmusic

Сведение - Сергей Варламов, мастеринг - Максим Самосват
Студия Solids Music 

#МузКонтент_ПФКИ
#Поддержано_ПФКИ

Первый куплет

Сорок пятый год —
Третий Белорусский фронт
расцвёл у Преголя истоков.

Вошедший во вкус
Советский Союз
нёсся красной волною с Востока!

Пруссия вторит: «Пришёл мой черёд!» —
в дотах стрекочут турели.
Красная Армия рвётся вперёд
к центру её Цитадели!

Припев

В полымя —
в объятия «Оверлорда»!
Залп огня —
и вновь дымятся форты.
Словно Бог ангелов в бездну низверг!

Восемь дней —
и горло Отто с треском
всё сильней
сжимает Василевский:
пред нами пал Кёнигсберг!

Второй куплет

Под толщей фортов —
сто тысяч штыков,
последний оплот гарнизона.

Это лишь скопище могил,
ведь наш трёхсотый калибр
стирает в пыль глыбы бетона!

Ружья бросая, сдаётся фольксштурм,
чахнет былая свирепость.
Падает свастика из амбразур —
ждёт неприступная крепость!",RADIO TAPOK,[],119191,1578.7912935392544,0,218,2025-11-10T08:59:55Z,10,Music,"[""музконтент_пфки"", ""поддержано_пфки""]",[],[],"[""музконтент_пфки"", ""поддержано_пфки""]"
PaiqXC_iGO8,RADIO TAPOK - Сталинград (Официальное видео 2025),"Слушай новый альбом на всех сервисах: https://band.link/blitzkriegrelease
Моя телега с горячими обсуждениями: https://t.me/tapokmusic

Лейбл: Инсайт Мьюзик 
https://vk.com/insightmusicru 

Концерты, билеты тут: http://radiotapok.ru/ 
Обязательно нажми под видео ПОДЕЛИТЬСЯ во славу роцка и за монолит!

Магазин моего мерча с футболками: https://shop.radiotapok.ru/
Инста: @radiotapok  

Яндекс Музыка
YouTube Music
Apple Music
VK Музыка
Spotify
CберЗвук
Deezer
и другие по ссылке https://band.link/radiotapokmusic

Сведение - Сергей Варламов, мастеринг - Максим Самосват
Студия Solids Music
 
Отдельное спасибо за помощь в сьёмках
СВИК ""Батальонъ""
Студия «Военфильм»
Кинокомплекс «Военфильм-Медынь»

#МузКонтент_ПФКИ
#Поддержано_ПФКИ

В донских степях нацистский марш чеканит строй —
Ожил Восточный фронт, в огне объят сорок второй!
Отведав жгучий холод подмосковных вьюг,
Идут вперёд за Дон солдаты группы армий «Юг»!

Где железной волей правит Сталин,
Приказом «Двести двадцать семь» плеснув свинца,
И врагу не ведом сплав той стали,
Из коей отковали здесь советские сердца!

Скованный Рейх —
Пламенем «Блау»!
Чёрными каплями
Опал в снегах.
Дымит стылая лава,
Ветер разносит прах!

Скованный Рейх —
Пламенем «Блау»!
Красной пеною
Волга струит у врат.
Здесь — дух смерти и слава,
Здесь начинается Сталинград!

Поднимет в бой рабочих тракторный завод!
В этом аду стирает в пыль за взводом взвод,
Где грозный вермахт обломал клыки о твердь —
Стеной Радимцева, о воинов, победивших смерть!

Фронт рассекая красным клином,
Товарищ Рокоссовский вновь ведёт бойцов!
Видна дорога до Берлина —
Фельдмаршал Паулюс сломлен, сомкнуто кольцо!

«Винтергевиттер» в руинах,
Жгут знамёна румыны,
Красный шторм дышит в спину,
Приближая крах!

Залп огня — щелчок плети,
Это музыка смерти!
Фюрер, пав в её сети,
Стер свой вермахт в прах!",RADIO TAPOK,[],259359,1758.358336489786,0,282,2025-11-07T08:59:35Z,10,Music,"[""музконтент_пфки"", ""поддержано_пфки""]",[],[],"[""музконтент_пфки"", ""поддержано_пфки""]"
mgK3qf88LyQ,شاه صنم زیباصنم,"Provided to YouTube by DistroKid

شاه صنم زیباصنم · Shafiq Maftoon · Shafiq Maftoon

شاه صنم زیباصنم

℗ Anar Records

Released on: 2025-11-04

Auto-generated by YouTube.",Shafiq Maftoon - Topic,"[""shafiq maftoon"", ""شاه صنم زیباصنم""]",209504,1057.9238805981186,0,289,2025-11-05T06:27:38Z,10,Music,[],[],"[""shafiq maftoon"", ""شاه صنم زیباصنم""]",[]
piSq8IioghU,"ITZY ""TUNNEL VISION"" M/V","ITZY ""TUNNEL VISION"" M/V

ITZY 'TUNNEL VISION'
ITZY.lnk.to/TUNNELVISION

💿 ALBUM RELEASE
2025.11.10 MON 6PM (KST) | 4AM (ET)

[ITZY Official]
▶ https://www.youtube.com/c/ITZY
▶ https://www.instagram.com/itzy.all.in.us
▶ https://www.tiktok.com/@itzyofficial
▶ http://www.twitter.com/ITZYOfficial
▶ http://www.facebook.com/OfficialITZY
▶ https://www.weibo.com/u/7462077750?is
▶ http://ITZY.jype.com

#ITZY #ITZY_TUNNELVISION #ITZY_TNVS

Copyrights 2025 ⓒ JYP Entertainment. All Rights Reserved",JYP Entertainment,"[""jyp entertainment"", ""jyp""]",6378924,84494.54802248991,0,196,2025-11-10T08:59:55Z,10,Music,"[""itzy_tnvs"", ""itzy_tunnelvision"", ""itzy""]",[],"[""jyp"", ""jyp entertainment""]","[""itzy"", ""itzy_tnvs"", ""itzy_tunnelvision""]"
cnNvBOuQ7xE,Sukutamro Ba Boron,"Provided to YouTube by NG Network

Sukutamro Ba Boron · Yasmina

Sukutamro Ba Boron

℗ Tajik Music

Released on: 2025-10-01

Music Publisher: Tajik Music
Composer, Lyricist: Firuzi Disco

Auto-generated by YouTube.",Yasmina - Topic,"[""yasmina"", ""sukutamro ba boron""]",236198,652.2737767844683,0,233,2025-10-29T10:22:44Z,10,Music,[],[],"[""sukutamro ba boron"", ""yasmina""]",[]
g-tS5YNNvHM,آهنگ جدید دلبر توسط هوش مصنوعی,"Provided to YouTube by DistroKid

آهنگ جدید دلبر توسط هوش مصنوعی · Nasim Faizi · محلی · چهار بیتی

آهنگ جدید دلبر توسط هوش مصنوعی

℗ افغان موزیک

Released on: 2025-11-05

Auto-generated by YouTube.",Nasim Faizi - Topic,"[""nasim faizi"", ""محلی"", ""چهار بیتی"", ""آهنگ جدید دلبر توسط هوش مصنوعی""]",158223,947.5733893757694,0,234,2025-11-06T13:31:00Z,10,Music,[],[],"[""nasim faizi"", ""آهنگ جدید دلبر توسط هوش مصنوعی"", ""محلی"", ""چهار بیتی""]",[]
PP2sy7bc5qo,Yulduz Usmonova  Onamga aytmang(official video) #new #2025,"Отправляйте свои сообщения  прямо на прямой эфир по этой ссылке https://www.donationalerts.com/r/yulduzusmonova,  (услуга платная)
Присоединяйтесь к официальным страницам народной артистки Республики Узбекистан Юлдуз Усмановой в социальных сетях.

Официальные страницы в социальных сетях.
Instagram http://instagram.com//yulduzusmonovamusic
Instagram http://instagram.com/yulduzibragimovnausmonova
Одноклассники http://ok.ru/yulduzusmanovaofficial
Facebook  http://facebook.com/yulduzusmonovamusic
Telegram https://t.me/YULDUZUSMONOVAMUSIC_OFFICIAL

TikTok https://www.tiktok.com/@yulduz_usmonova_singer
Rutube https://rutube.ru/channel/26157106/
Yandex Music https://music.yandex.ru/artist/328849
Spotify https://open.spotify.com/artist/3pzSFXCVjbI8Q8A7149HxK
All Rights Reserved. Все права защищены

Live channel - Yulduz Usmonova. 
https://www.youtube.com/c/yulduzusmonovalivetv
#yulduzusmonova , #yulduzusmanova , #yulduz , #юлдузусманова , #юлдуз #new #music #tophit",Yulduz Usmanova,"[""#усманова"", ""#music"", ""#trendingsong"", ""#turkey2024"", ""#yulduzusmonova"", ""#uzbekistan"", ""#shortsvideo"", ""#livestream"", ""#music2024"", ""#uzbekmusic"", ""#live"", ""#yildizusmanova"", ""#yulduzlar"", ""#retro"", ""#2024"", ""#muhabbat"", ""#usmonova"", ""#usmonovayulduz"", ""#jonliefir"", ""#zortv"", ""#uzbektv"", ""#news"", ""#hindisongs"", ""#russia"", ""yulduz usmonova"", ""usmanova"", ""юлдуз усмонова"", ""усманова"", ""uzbek music"", ""uzbek songs"", ""узбек клип"", ""узбек музыка"", ""yulduz"", ""xasta bo'lma"", ""мухаббат"", ""muhabbat"", ""#премьера"", ""#втренде"", ""#юлдузусманова"", ""#юлдузусмонова"", ""#rizanova"", ""#nevomusic"", ""#xamdamsobirov"", ""янги клип""]",8097397,21345.993106418355,1,260,2025-10-28T17:09:12Z,10,Music,"[""yulduz"", ""music"", ""yulduzusmonova"", ""юлдузусманова"", ""yulduzusmanova"", ""2025"", ""юлдуз"", ""new"", ""tophit""]","[""yulduz""]","[""#2024"", ""#hindisongs"", ""#jonliefir"", ""#live"", ""#livestream"", ""#muhabbat"", ""#music"", ""#music2024"", ""#nevomusic"", ""#news"", ""#retro"", ""#rizanova"", ""#russia"", ""#shortsvideo"", ""#trendingsong"", ""#turkey2024"", ""#usmonova"", ""#usmonovayulduz"", ""#uzbekistan"", ""#uzbekmusic"", ""#uzbektv"", ""#xamdamsobirov"", ""#yildizusmanova"", ""#yulduzlar"", ""#yulduzusmonova"", ""#zortv"", ""#втренде"", ""#премьера"", ""#усманова"", ""#юлдузусманова"", ""#юлдузусмонова"", ""muhabbat"", ""usmanova"", ""uzbek music"", ""uzbek songs"", ""xasta bo'lma"", ""yulduz usmonova"", ""мухаббат"", ""узбек клип"", ""узбек музыка"", ""усманова"", ""юлдуз усмонова"", ""янги клип""]","[""2025"", ""music"", ""new"", ""tophit"", ""yulduzusmanova"", ""yulduzusmonova"", ""юлдуз"", ""юлдузусманова""]"
H7GGgk9nzVs,БИСКАС - Раньше было лучше (НАСТОЯЩИЙ КЛИП),"БИЛЕТЫ НА КОНЦЕРТЫ: https://wicsur.ru

Слушать Раньше было лучше на всех площадках - https://zvonko.link/wicsur

👁️Телеграм канал: https://t.me/ttwicsur
📘Сообщество VK: https://vk.com/ttwicsur

Мои соцсети:
💎ТикТок: https://www.tiktok.com/@wicsur?
💟Инст: https://www.instagram.com/wicsur_re/?...
👾Наш дискорд - https://discord.gg/wicsur

Анимация 
- https://t.me/studioloot
- https://t.me/TeaTeaam",Врискас,"[""бискас"", ""вискас"", ""wicsur"", ""tiktok"", ""клей"", ""клекс"", ""майнкрафт"", ""котизтиктока"", ""рыжийкот"", ""clexxd"", ""верниаву"", ""невернуаву"", ""русские песни"", ""рокстар"", ""попстар"", ""клипы 2024"", ""разноцветные коты"", ""песни бискаса"", ""дрискас"", ""рокстар бискас"", ""котизтиктока"", ""dead inside"", ""новый клип бискаса"", ""вискас""]",870263,2995.8239102879006,0,343,2025-11-01T10:00:06Z,10,Music,[],[],"[""clexxd"", ""dead inside"", ""tiktok"", ""wicsur"", ""бискас"", ""верниаву"", ""вискас"", ""дрискас"", ""клей"", ""клекс"", ""клипы 2024"", ""котизтиктока"", ""майнкрафт"", ""невернуаву"", ""новый клип бискаса"", ""песни бискаса"", ""попстар"", ""разноцветные коты"", ""рокстар"", ""рокстар бискас"", ""русские песни"", ""рыжийкот""]",[]
