video_id,title,description,channel_title,tags_api_raw,views,views_per_hour,from_shorts,duration_sec,published_at,category_id,using_fallback,category_name,hashtags_extracted,tags_common,tags_only_api,tags_only_hash
0asDmEbmVRk,‼️ПУТИН УВОЛИЛ‼️ ЛЕГЕНДАРНОГО ТЕЛОХРАНИТЕЛЯ 🤯,"Уведомление об авторских правах: Данный контент используется в соответствии с положениями о «добросовестном использовании» (fair use), изложенными в Разделе 107 Закона об авторском праве 1976 года. Это позволяет использование в целях критики, комментариев, новостных отчетов, образовательных материалов, академических исследований и научной деятельности. Если вы считаете, что любое видео* на этом канале нарушает ваши авторские права, свяжитесь с нами по электронной почте: pskpushkraj@gmail.com. Мы ответим в течение 24 часов. Видео будет либо удалено с канала, либо правильно атрибутировано в зависимости от вашего запроса. Если вы являетесь правообладателем и обнаружили несанкционированное использование вашего контента, либо по другим причинам хотите запросить удаление, свяжитесь с нами по указанному выше адресу электронной почты. *История ролика является художественным вымыслом. Copyright Notice: This content is used under the ‘fair use’ provision as outlined in Section 107 of the Copyright Act of 1976, which allows for use in contexts such as criticism, commentary, news reporting, education, academic research, and scholarship. If you believe that any video on this channel infringes upon your copyright, please contact us at pskpushkraj@gmail.com. We will respond within 24 hours. The video will either be removed from the channel or properly credited, depending on your preference. If you are the copyright holder and have identified that your content is being used without authorization, or if there are other reasons you wish to request content removal, reach out to us at our designated email: pskpushkraj@gmail.com.",De Facto,[],3297527,17476.011845017325,1,42,2025-11-05T15:57:00Z,25,0,News & Politics,[],[],[],[]
JPAjRqKT_vI,Студента посадили на пять лет из-за лекарства,"Андрея Морозевцева из Хабаровская посадили на 5 лет за то, что он заказал из Индии лекарства. В России его болезнь не лечат. Под угрозой многие другие пациенты.

‼️ НЕ ЗАГРУЖАЕТСЯ ВИДЕО? Четыре способа обхода блокировки YouTube в России: https://www.youtube.com/post/Ugkx4Q-nBJMBJLpwO8kaaw6yAnV7yftA8YVY
 
Проблемы с YouTube? Смотрите и слушайте нас в Telegram: https://t.me/mbhlive

ПИШИТЕ НАМ В ТЕЛЕГРАМ: https://t.me/mbhlivebot 

СМОТРИТЕ ТАКЖЕ НА ХОДОРКОВСКИЙ LIVE

⚡️НОВОСТИ | ЧП В МЕТРО | МАШИНА ПРОТАРАНИЛА ТЦ В МОСКВЕ | МАЗУТ ПОД МУРМАНСКОМ | ДРОНЫ БЬЮТ ПО РОССИИ https://youtu.be/k0HeqmDxaXI

ХОДОРКОВСКИЙ против ПАСТУХОВА: Народ офигеет. Игла Путина. Встреча Трампа и Си. Россия, Китай и США https://youtu.be/7-um4bgW9EI

ШЕНДЕРОВИЧ: Путин может психануть. ВНЖ Собчак. Соловьев. «Норд-Ост» https://youtu.be/bUQZqaQlKA8

ХОДОРКОВСКИЙ: Путин дал ФСБ команду мстить за ПАСЕ. Латынина вышла из Антивоенного комитета https://youtu.be/p61TXMNW3vA

БЫКОВ: Ядерный бзик Путина. Трамп принял вызов. В Кремле – предатель. Эрнст. Соловьев. Собчак https://youtu.be/xTfk7bs5w8Q

ЛИПСИЦ: Пенсии отберут, как ОМС. Россияне скупают доллары. Бюджет липовый. Инфляция, нефть, рубль https://youtu.be/rBHv81xyENY

ГАЛЛЯМОВ: Протесты начались. Зачем Путин извинился. Новая война. Трамп. ХАМАС. Лавров. Цена войны https://youtu.be/HVR_-UGJvGI

Владислав ЖУКОВСКИЙ: Последний шанс купить автомобиль. Налоги не помогут бюджету. Инфляция взлетит https://youtu.be/8SD1QzwGO1Q

Кто и когда убивал Навального. Секретные паспорта ФСБ | Расследование Центра «Досье» https://youtu.be/VpVup4Nzv14

ШУЛЬМАН: На фронт отправят всех подряд. ФСБ возродит ГУЛАГ. Ускорение репрессий. Борьба с мигрантами https://youtu.be/m1SO_K3Npdw 

ЖИРИНОВСКИЙ. Жизнь и смерть, трагедия и комедия, предсказания и скандалы | Фильм Юлии Азаровой https://youtu.be/FT_Ft9fuE0A

Блог Михаила Ходорковского: https://www.youtube.com/user/khodorkovskyru

Как обойти замедление/блокировку ютуба в России. Инструкция по использованию YouTube с VPN https://youtu.be/_Y61t0xziac

Гайд по VPN от Михаила Климарева: https://nasvyazi.org/vpn/
Другие гайды «На Связи»: https://t.me/na_svyazi_helpdesk/312
Бот-генератор VPN: https://t.me/vpngeneratorbot
Рейтинг VPN-сервисов VPNLove: https://vpnlove.me/

#новости #Россия #shorts",Ходорковский LIVE,"[""суд"", ""правосудие"", ""приговор"", ""лекарства"", ""хабаровск"", ""новости"", ""россия"", ""политика"", ""ходорковский live"", ""ходорковский лайф""]",1148043,10180.856781669083,1,70,2025-11-08T19:52:26Z,25,0,News & Politics,"[""россия"", ""новости"", ""shorts""]","[""новости"", ""россия""]","[""лекарства"", ""политика"", ""правосудие"", ""приговор"", ""суд"", ""хабаровск"", ""ходорковский live"", ""ходорковский лайф""]","[""shorts""]"
KLF_0V7KFFc,"ТРАМП: Мы хотим Отмечать День Победы, как в РОССИИ","Трамп заявил что хочет отмечать день по еды в сша так же , как это делают в Москве. Теперь по словам Трампа штаты будут отмечать дни побега в первой и второй  мировой с размахом - то есть с парадом , как в Москве 

Сотрудничество: https://t.me/besseberg
Инста: instagram.com/make_newser

#новости #события #интересно",Собиратель новостей,"[""новости"", ""новости сегодня"", ""интересное"", ""сегодня"", ""в мире"", ""последние новости"", ""интересное видео"", ""познавательное видео"", ""лучшие новости"", ""горячие новости"", ""шортс"", ""shorts"", ""шок"", ""собиратель новостей"", ""события"", ""трамп"", ""путин"", ""трамп день победы"", ""день победы"", ""москва""]",514354,22305.692676084862,1,13,2025-11-12T13:34:46Z,25,0,News & Politics,"[""интересно"", ""события"", ""новости""]","[""новости"", ""события""]","[""shorts"", ""в мире"", ""горячие новости"", ""день победы"", ""интересное"", ""интересное видео"", ""лучшие новости"", ""москва"", ""новости сегодня"", ""познавательное видео"", ""последние новости"", ""путин"", ""сегодня"", ""собиратель новостей"", ""трамп"", ""трамп день победы"", ""шок"", ""шортс""]","[""интересно""]"
re7myoQTxqc,Хороший совет,"новости, новости сегодня, новости дня, главные новости сегодня, главные новости, свежие новости, сегодняшнего дня, события дня, короче новости, странные новости, новости мира, мировые новости, ильюша новости, новостничок",Новостной Гусь,[],1330494,11123.665383952282,1,22,2025-11-08T13:01:46Z,25,0,News & Politics,[],[],[],[]
SwGE0p6ChKE,Военные устроили дебош во время полета,"#новости #россия

Программа: Шортс по теме

Шортс: прочее со звуком",Телеканал Дождь,"[""дождь"", ""телеканал дождь"", ""новости"", ""политика""]",481824,18803.18641068882,1,37,2025-11-12T11:00:51Z,25,0,News & Politics,"[""россия"", ""новости""]","[""новости""]","[""дождь"", ""политика"", ""телеканал дождь""]","[""россия""]"
Le2gEykO2-w,Решение Литвы вызвало смех у водителей фур! #литва #беларусь #новости #политика #граница,"Из-за действий режима Вильнюса литовские перевозчики не один день вынуждены были жить на обочине. Вдоль дорог скопилось более тысячи фур.

#литва #граница #беларусь #новости #политика #тв #ств

СТВ на удобной для вас платформе: https://ctvby.taplink.ws/

Новые серии проекта «Так показывает история»:

https://www.youtube.com/playlist?list=PLwv42PED2hOXb9mazko_qxd1k495naVMu

Последние новости ищите здесь: 

Полные выпуски новостей: https://www.youtube.com/playlist?list=PLwv42PED2hOWvq5hLvW__LrpojAb2iomP

Неделя: https://www.youtube.com/playlist?list=PLwv42PED2hOVIDFefL3114Gflb6L--2hq

Авторская журналистика: https://www.youtube.com/playlist?list=PLwv42PED2hOVsRycRSf6q1mHv9Avxa2dM

Ток-шоу «Да!Но...»: https://www.youtube.com/playlist?list=PLwv42PED2hOXMHPC8QbVDi15wjVWiaXN_

«В поисках истины»: https://www.youtube.com/playlist?list=PLwv42PED2hOVE_34SWEP0zG-TwOjT7s_s

Специальный репортаж: https://youtube.com/playlist?list=PLwv42PED2hOWMlSZRg-OyC5UlmzK2B3IF

Утро. Студия хорошего настроения: https://www.youtube.com/playlist?list=PLwv42PED2hOVABATiIgulnCgkPMn6WDQt

Архив новостей (2020-2023): https://www.youtube.com/playlist?list=PLwv42PED2hOUeSFRnCvi3OOTRjp95K5re

Архив новостей (2017-2020): https://www.youtube.com/playlist?list=PLwv42PED2hOWKQwDG5f-M-NKb575otjeD

Архив новостей (2012-2017): https://www.youtube.com/playlist?list=PLwv42PED2hOV_iImCVsVbjOt547OmI8Iz",CTVBY,"[""литва"", ""граница литвы"", ""закрытие границы литвы"", ""закрытие границ с беларусью"", ""пограничные переходы"", ""граница беларуси"", ""литовские фуры беларусь"", ""литовская граница"", ""литва закрывает границу"", ""что происходит на литовской границе"", ""очереди на границе"", ""как попасть в литву"", ""очереди фур на границе"", ""новости литвы"", ""литва сегодня"", ""беларусь литва"", ""политика"", ""евросоюз"", ""закрытие границ"", ""белорусская граница"", ""новости евросоюза"", ""новости"", ""новости беларуси"", ""новости сегодня"", ""столичное телевидение"", ""тв"", ""ств""]",739159,13168.46729452752,1,31,2025-11-11T04:30:28Z,25,0,News & Politics,"[""политика"", ""литва"", ""ств"", ""беларусь"", ""граница"", ""новости"", ""тв""]","[""литва"", ""новости"", ""политика"", ""ств"", ""тв""]","[""беларусь литва"", ""белорусская граница"", ""граница беларуси"", ""граница литвы"", ""евросоюз"", ""закрытие границ"", ""закрытие границ с беларусью"", ""закрытие границы литвы"", ""как попасть в литву"", ""литва закрывает границу"", ""литва сегодня"", ""литовская граница"", ""литовские фуры беларусь"", ""новости беларуси"", ""новости евросоюза"", ""новости литвы"", ""новости сегодня"", ""очереди на границе"", ""очереди фур на границе"", ""пограничные переходы"", ""столичное телевидение"", ""что происходит на литовской границе""]","[""беларусь"", ""граница""]"
xVcDsrVkuGg,Рамзан Кадыров переплюнул Путина. Крупнейшее расследовании в России вскрыло неожиданные факты,"Рамзан Кадыров переплюнул Путина

Недавно мы рассказывали, как Владимир Путин помог устроится во власти своей бывшей жене, нынешней и двум любовницам. А также, другим родственникам. 

Всего клан Путина состоит уже из 26-ти родственников. Но Рамзан Кадыров обошёл Путина одной левой. Глава Чечни раздал посты во власти не менее 96-ти своим родственникам.

Чиновники, силовики, бизнес, футбол, культура - клан Кадырова охватил кучу разных сфер. Такого кумовства в истории России ещё не было",NN Media Report,[],742581,11099.426037229046,1,40,2025-11-10T17:44:10Z,25,0,News & Politics,[],[],[],[]
-jTEk580jQM,"Чем ВАГНЕРА Отличались от АРМИИ РФ - Карпенко ""Апостол""","#shorts #золкин #россия #украина #новости 
Наш Телеграм: https://t.me/nemolchy_live
Наш ТикТок: https://www.tiktok.com/@nemolchy
Поддержать канал Спонсорством:
https://www.youtube.com/channel/UCM2r-OdvlX3SGAa1xOx7vug/join",НЕ МОЛЧУ,"[""золкин"", ""золкин и апостол"", ""золкин интервью"", ""интервью золкин"", ""золкин шихман"", ""шихман золкин интервью"", ""золкин о русских"", ""золкин о россии"", ""русские в плену золкин"", ""золкин дудь"", ""вдудь золкин"", ""вдудь золкин интервью""]",288805,15090.058296817955,1,59,2025-11-12T17:30:00Z,25,0,News & Politics,"[""shorts"", ""украина"", ""россия"", ""золкин"", ""новости""]","[""золкин""]","[""вдудь золкин"", ""вдудь золкин интервью"", ""золкин дудь"", ""золкин и апостол"", ""золкин интервью"", ""золкин о россии"", ""золкин о русских"", ""золкин шихман"", ""интервью золкин"", ""русские в плену золкин"", ""шихман золкин интервью""]","[""shorts"", ""новости"", ""россия"", ""украина""]"
QLxrDAdMVd0,Литовцев погнали на Котловку. Колонны двигаются в сопровождении ГАИ.,"Только возле «Каменного Лога» пограничники насчитали 660 литовских грузовиков.
Водителям разрешат покинуть Беларусь и вернуться по домам, пока граница закрыта. А сами фуры приказано перегнать на стоянки в районе «Котловки». 

Лукашенко приказал взимать за них 120 евро за каждые сутки простоя. Кто не заплатит — у того машину конфискуют.

Отношения Беларуси и всех соседних стран, кроме России, остаются напряжёнными. Европейцы обвиняют Беларусь в гибридных атаках: то мигрантов гнали, то беспилотники пускали, то шары. Ничего такого с европейской стороны в Беларусь не прилетает. А теперь будет и новое яблоко раздора — грузовики.",Беларусь Новости,[],971386,14039.932262803988,1,50,2025-11-10T15:27:05Z,25,0,News & Politics,[],[],[],[]
H-OsBI28uQQ,Окружение Зеленского начали сажать,"Частный телеграм канал, просто подписавшись на который, можно помогать людям: https://t.me/tribute/app?startapp=s1d0


Основной телеграм канал, в котором сверху есть кнопка ""Пожертвовать"" (""чаевые"" - также пожертвование, другой суммой) - https://t.me/ASupersharij 

Как задонатить в крипту на наши кошельки: https://telegra.ph/Kak-sdelat-pozhertvovanie-v-kriptovalyute-s-bankovskoj-karty-09-26-2

#шарий #шарій #анатолійшарій #анатолийшарий #новости #украина #россия #зеленский #ермак #миндич #галущенко #деньги #обогащение #коррупция #офис #банковая #киев #набу #сбу #сап #атака #офшоры #торговля #оп #рада #детектив #расследование #запад #агент #сми #преследование #слухи #политика #мнение #аналитика #рекомендации",Анатолий Шарий,"[""анатолий шарий"", ""шарий видео"", ""шарий новое"", ""шарий украина"", ""шарий россия"", ""видео шария"", ""шарий"", ""шарій"", ""анатолійшарій"", ""анатолийшарий"", ""новости"", ""украина"", ""россия"", ""зеленский"", ""ермак"", ""миндич"", ""галущенко"", ""деньги"", ""обогащение"", ""коррупция"", ""офис"", ""банковая"", ""киев"", ""набу"", ""сбу"", ""сап"", ""атака"", ""офшоры"", ""торговля"", ""оп"", ""рада"", ""детектив"", ""расследование"", ""запад"", ""агент"", ""сми"", ""преследование"", ""слухи"", ""политика"", ""мнение"", ""аналитика"", ""рекомендации""]",923457,21797.563095694695,0,1053,2025-11-11T18:16:25Z,25,0,News & Politics,"[""политика"", ""украина"", ""сбу"", ""набу"", ""атака"", ""рекомендации"", ""анатолийшарий"", ""рада"", ""преследование"", ""расследование"", ""зеленский"", ""офис"", ""россия"", ""детектив"", ""ермак"", ""обогащение"", ""аналитика"", ""киев"", ""новости"", ""анатол"", ""оп"", ""шар"", ""запад"", ""галущенко"", ""слухи"", ""банковая"", ""коррупция"", ""торговля"", ""агент"", ""сми"", ""сап"", ""шарий"", ""миндич"", ""деньги"", ""офшоры"", ""мнение""]","[""агент"", ""аналитика"", ""анатолийшарий"", ""атака"", ""банковая"", ""галущенко"", ""деньги"", ""детектив"", ""ермак"", ""запад"", ""зеленский"", ""киев"", ""коррупция"", ""миндич"", ""мнение"", ""набу"", ""новости"", ""обогащение"", ""оп"", ""офис"", ""офшоры"", ""политика"", ""преследование"", ""рада"", ""расследование"", ""рекомендации"", ""россия"", ""сап"", ""сбу"", ""слухи"", ""сми"", ""торговля"", ""украина"", ""шарий""]","[""анатолий шарий"", ""анатолійшарій"", ""видео шария"", ""шарий видео"", ""шарий новое"", ""шарий россия"", ""шарий украина"", ""шарій""]","[""анатол"", ""шар""]"
