video_id,title,description,channel_title,tags_api_raw,views,views_per_hour,from_shorts,duration_sec,published_at,category_id,using_fallback,category_name,hashtags_extracted,tags_common,tags_only_api,tags_only_hash
e_Lt7vcwiWg,"🔥 Гениальная идея обновить сковородку — работает лучше, чем ожидал! 😱✨ #nobleлайфхак #рецепты","В этом коротком видео я покажу простой и гениальный способ обновить старую сковородку, чтобы она снова выглядела как новая.
   Всего один небольшой трюк — и поверхность снова становится гладкой, чистой и готовой к работе!

   Идея подойдёт для любой кухни и помогает продлить жизнь любимой посуде всего за пару минут. 😉

#сковородка #кухня #лайфхак #советы #обновление #дом #быт #shorts #гениально #идеядлядома #кухонныелайфхаки #топсоветы",Советы от Палыча,[],9453805,51501.49689011676,1,65,2025-11-18T15:27:16Z,26,0,Howto & Style,"[""дом"", ""советы"", ""лайфхак"", ""топсоветы"", ""nobleлайфхак"", ""обновление"", ""быт"", ""кухня"", ""shorts"", ""гениально"", ""кухонныелайфхаки"", ""рецепты"", ""сковородка"", ""идеядлядома""]",[],[],"[""nobleлайфхак"", ""shorts"", ""быт"", ""гениально"", ""дом"", ""идеядлядома"", ""кухня"", ""кухонныелайфхаки"", ""лайфхак"", ""обновление"", ""рецепты"", ""сковородка"", ""советы"", ""топсоветы""]"
RosjHnsvryE,Анти реклама своему шлему #амитеш #авто #мото,,Amitesh,[],1869884,46102.529867432764,1,35,2025-11-24T14:27:32Z,26,0,Howto & Style,"[""мото"", ""амитеш"", ""авто""]",[],[],"[""авто"", ""амитеш"", ""мото""]"
3SXnUbZfMTo,"Cliff airbag is wild! 😱🔥 Guy jumps, girl flies! #ScaryRide #TravelWonder","Tourists play on a cliffside airbag: a 260lb guy jumps, launching his friend into the air! Canyon below? Pure chaos and fun! #CliffActivity #TouristPOV",Aloys-Phere,"[""trampoline airbag"", ""scary ride"", ""travel wonder"", ""viral moment"", ""laugh out loud"", ""high altitude"", ""tourist experience"", ""canyon view"", ""adrenaline rush"", ""real footage""]",56810507,470440.02543215477,1,11,2025-11-21T06:15:28Z,26,0,Howto & Style,"[""cliffactivity"", ""travelwonder"", ""scaryride"", ""touristpov""]",[],"[""adrenaline rush"", ""canyon view"", ""high altitude"", ""laugh out loud"", ""real footage"", ""scary ride"", ""tourist experience"", ""trampoline airbag"", ""travel wonder"", ""viral moment""]","[""cliffactivity"", ""scaryride"", ""touristpov"", ""travelwonder""]"
7l4SxcHkeco,Как сделать кристалл из висмута дома?,"В этом видео мы рассмотрим, как создать кристалл с помощью обычного винтика, используя расплавленный висмут. Этот процесс демонстрирует удивительные свойства кристаллизации, где шуруп выступает в роли ядра для формирования кристаллической решетки. Результат – красивый и упорядоченный кристалл, выращенный из расплава.",Kozy Mozy Production,[],2096620,24084.21643006104,1,16,2025-11-22T15:57:52Z,26,0,Howto & Style,[],[],[],[]
9Yefy3y5Mlk,Дерево в воде?,,ILYA Деревянный человек,[],3591347,26044.841141975332,0,66,2025-11-20T13:07:38Z,26,0,Howto & Style,[],[],[],[]
_KUD2AO90uA,НИ ГРАММА МЯСА @bezdelnici2,,KINO KAIF ,[],2235672,27093.645184798006,1,26,2025-11-22T20:30:06Z,26,0,Howto & Style,[],[],[],[]
xdDmYjcVZR0,"Тайская игра, в которой легко всё потерять 💰⚠️",,FilmBytes,[],1322487,68841.38831631753,1,17,2025-11-25T11:48:27Z,26,0,Howto & Style,[],[],[],[]
6TojMa4Z8Cw,ОТНОШЕНИЯ В КИТАЙСКОЙ СЕМЬЕ!,,Petya English,"[""китаянка"", ""китаянка про русский язык"", ""китаянка про китайский язык"", ""китаянка говорит"", ""отношения с китаянкой"", ""китайская кухня"", ""китай"", ""теща"", ""отношения"", ""семья шутка"", ""япония"", ""азия отношения"", ""шутка угар"", ""ахахах"", ""тесть"", ""смешно""]",1497734,68028.74378337023,1,13,2025-11-25T09:00:07Z,26,0,Howto & Style,[],[],"[""азия отношения"", ""ахахах"", ""китай"", ""китайская кухня"", ""китаянка"", ""китаянка говорит"", ""китаянка про китайский язык"", ""китаянка про русский язык"", ""отношения"", ""отношения с китаянкой"", ""семья шутка"", ""смешно"", ""тесть"", ""теща"", ""шутка угар"", ""япония""]",[]
rUFrturgUzI,В ТГ Морозики рассказываем про этот процесс🥺 #морозовы #беременность #shorts,,Морозовы,[],1526993,16727.229600310773,1,18,2025-11-22T11:43:49Z,26,0,Howto & Style,"[""морозовы"", ""беременность"", ""shorts""]",[],[],"[""shorts"", ""беременность"", ""морозовы""]"
WROMyJAJmp4,Can I Beat An F1 Driver?,,MrBeast,[],57495681,315879.3367067467,1,11,2025-11-18T17:00:01Z,26,0,Howto & Style,[],[],[],[]
NLM23RNZUZI,Самая глупая афера с карандашами #shorts,,Гохисыч,[],1199337,58005.69571263994,1,14,2025-11-25T10:20:31Z,26,0,Howto & Style,"[""shorts""]",[],[],"[""shorts""]"
