video_id,title,description,channel_title,tags_api_raw,views,views_per_hour,from_shorts,duration_sec,published_at,category_id,category_name,hashtags_extracted,tags_common,tags_only_api,tags_only_hash
2gdz89OzyxI,Реальные цены на Chery в Китае. Слабонервным не смотреть! #лайкавто #автоизкитая #автоимпорт,,LikeAvto,[],3389696,28443.00237360824,1,55,2025-11-08T13:19:07Z,2,Autos & Vehicles,"[""лайкавто"", ""автоизкитая"", ""автоимпорт""]",[],[],"[""автоизкитая"", ""автоимпорт"", ""лайкавто""]"
bQiu6TEcRtk,Свинцовый молоток для хромированных деталей #факты #автомобили,,Kozy Mozy Production,[],1124270,50713.131953769276,1,16,2025-11-12T14:19:28Z,2,Autos & Vehicles,"[""факты"", ""автомобили""]",[],[],"[""автомобили"", ""факты""]"
TsQjICQuM48,Испытание новых шин 1956г #ссср #шина #колесо #авто #automobile #auto #сделановссср #шортс #shorts,,Бородатая Скула,[],2769666,29482.030259032053,1,59,2025-11-09T14:32:58Z,2,Autos & Vehicles,"[""automobile"", ""shorts"", ""авто"", ""auto"", ""ссср"", ""сделановссср"", ""колесо"", ""шина"", ""шортс""]",[],[],"[""auto"", ""automobile"", ""shorts"", ""авто"", ""колесо"", ""сделановссср"", ""ссср"", ""шина"", ""шортс""]"
JiqpsXqAnsY,Она знала марки всех машин 😅😁🤪 Inst: valovsemen,"Inst: valovsemen

Copyright Notice: In accordance with Section 107 of the Copyright Act of 1976, this material is used under the 'fair use' provision for activities such as criticism, commentary, news reporting, teaching, scholarship, and research.

Если вы считаете, что видео на этом канале нарушает Ваши авторские права, напишите нам на почту: rolfbaughman54@gmail.com, и мы ответим Вам в течение 24 часов. Видео будет удалено с канала или мы Вас отметим (как Вы посчитаете нужным).

If you are the owner of copyright and have discovered that your material has been used without your permission, or if you wish to request the removal of content for another reason, please write to us at our official email address: rolfbaughman54@gmail.com

TG для связи: t.me/gangoneog",Auto Grinder Shorts,[],3855995,18358.13766774234,1,13,2025-11-04T18:27:03Z,2,Autos & Vehicles,[],[],[],[]
_uLzvbfTEMs,Secure your pedals like a pro🔐🚗,"Spare your time and dare to be great with the most creative hacks, innovative DIY crafts, cake recipes and the latest beauty trends & tricks. Look no further than MetDaan to Craft It Yourself.
#Metdaan #DIY #Hacks #handyman #diy #metalworking #inventions #metal #diyinventions #diycrafts #diyprojects #handdrill #hammer #screwdriver #wrenches #utilityknife #tapemeasure #handyman #handymantips #homeimprovement #handymantools #diyideas #homemadetools #diytools 

Follow us :
Facebook: https://www.facebook.com/MetDaanMagazine
Instagram: https://www.instagram.com/metdaan
Twitter: https://twitter.com/metdaan
TikTok: https://www.tiktok.com/@metdaan.official",MetDaan Originals,"[""crafts for girls"", ""crafts to do"", ""crafts at home"", ""crafts"", ""diy crafts"", ""craft"", ""diy craft"", ""craft work"", ""easy craft"", ""diy"", ""diy projects"", ""diy ideas"", ""easy diy"", ""diy for beginners"", ""handyman"", ""handyman tools"", ""the handyman"", ""tools"", ""hand tools"", ""diy tools"", ""tools for beginners"", ""amazing tools"", ""metal"", ""sheet metal"", ""metal buildings"", ""diy metal projects"", ""scrap metal"", ""metal break"", ""best diy tools"", ""diy tips"", ""homemade tools"", ""diy homemade""]",10990374,64654.20815746494,1,18,2025-11-06T10:30:24Z,2,Autos & Vehicles,"[""handymantips"", ""diyideas"", ""homemadetools"", ""metal"", ""diytools"", ""hacks"", ""diyprojects"", ""handdrill"", ""utilityknife"", ""tapemeasure"", ""diy"", ""diyinventions"", ""diycrafts"", ""hammer"", ""homeimprovement"", ""inventions"", ""metdaan"", ""wrenches"", ""handyman"", ""metalworking"", ""handymantools"", ""screwdriver""]","[""diy"", ""handyman"", ""metal""]","[""amazing tools"", ""best diy tools"", ""craft"", ""craft work"", ""crafts"", ""crafts at home"", ""crafts for girls"", ""crafts to do"", ""diy craft"", ""diy crafts"", ""diy for beginners"", ""diy homemade"", ""diy ideas"", ""diy metal projects"", ""diy projects"", ""diy tips"", ""diy tools"", ""easy craft"", ""easy diy"", ""hand tools"", ""handyman tools"", ""homemade tools"", ""metal break"", ""metal buildings"", ""scrap metal"", ""sheet metal"", ""the handyman"", ""tools"", ""tools for beginners""]","[""diycrafts"", ""diyideas"", ""diyinventions"", ""diyprojects"", ""diytools"", ""hacks"", ""hammer"", ""handdrill"", ""handymantips"", ""handymantools"", ""homeimprovement"", ""homemadetools"", ""inventions"", ""metalworking"", ""metdaan"", ""screwdriver"", ""tapemeasure"", ""utilityknife"", ""wrenches""]"
RmD96OQ_3ro,"Mercedes SLR McLaren — капот, который открывается как произведение искусства","У Mercedes SLR McLaren даже капот — шедевр инженерии.
⠀
Он открывается не просто вверх, а по диагонали вперёд, как у настоящего суперкара из другой эпохи.
⠀
Каждый раз, когда видишь, как он поднимается, понимаешь — это не просто машина, а инженерное искусство.
⠀
Созданный совместно Mercedes и McLaren, этот автомобиль — пример того, как дизайн, технологии и эмоции могут объединиться в одном движении.
⠀
SLR не просто открывает капот — он демонстрирует характер.

https://www.instagram.com/sokolovskiy_48/

https://www.instagram.com/autosl/

https://www.tiktok.com/@sokolovskiy_48

https://www.facebook.com/sokolovskiy48/

https://t.me/radiosokol48

#mercedesslr #slrmclaren #mercedesbenz #supercar #carspotting #autoradio #radiosokol #autoslsokolovskiy #carcollection #carreview #carculture #mclarenheritage #carporn #dreamcar #supercarsdaily #mercedesfans #mclarenfans #carengineering #v8supercar #mechanicalart #luxurycars",Radio Sokol 48,[],634859,12722.968688073854,1,20,2025-11-11T10:35:42Z,2,Autos & Vehicles,"[""autoradio"", ""carculture"", ""carporn"", ""mclarenheritage"", ""mechanicalart"", ""dreamcar"", ""carengineering"", ""v8supercar"", ""carspotting"", ""carreview"", ""slrmclaren"", ""mclarenfans"", ""mercedesfans"", ""luxurycars"", ""mercedesbenz"", ""radiosokol"", ""supercarsdaily"", ""mercedesslr"", ""autoslsokolovskiy"", ""supercar"", ""carcollection""]",[],[],"[""autoradio"", ""autoslsokolovskiy"", ""carcollection"", ""carculture"", ""carengineering"", ""carporn"", ""carreview"", ""carspotting"", ""dreamcar"", ""luxurycars"", ""mclarenfans"", ""mclarenheritage"", ""mechanicalart"", ""mercedesbenz"", ""mercedesfans"", ""mercedesslr"", ""radiosokol"", ""slrmclaren"", ""supercar"", ""supercarsdaily"", ""v8supercar""]"
9yAtC9FvRRk,ТТ-4 трактор который спасал людей на севере #машина #ссср #трактор,,BEST CONTENT,[],944147,13587.012911376598,1,52,2025-11-10T15:00:17Z,2,Autos & Vehicles,"[""трактор"", ""ссср"", ""машина""]",[],[],"[""машина"", ""ссср"", ""трактор""]"
HOrrQ954JBU,ИНЖЕНЕРНЫЕ решения.ДЛЯ ЧЕГО⁉️#авто #обзор #ссср #машина #техника,,MOMENT7S,[],2571586,15492.359442170158,1,58,2025-11-06T14:30:11Z,2,Autos & Vehicles,"[""авто"", ""ссср"", ""техника"", ""машина"", ""обзор""]",[],[],"[""авто"", ""машина"", ""обзор"", ""ссср"", ""техника""]"
nhNQVolc2Oo,Покатал на мотоцикле.,,Чудо Инженерии ,[],1436294,14966.282788635912,1,54,2025-11-09T12:31:30Z,2,Autos & Vehicles,[],[],[],[]
oTT-MhTCD8o,Почему пилот F1 не может забрать себе шину?,"Почему пилот F1 не может забрать себе шину?

Music from #InAudio: https://inaudio.org/ 
Infraction -  Brutalism

#Pirellitires #Pirelli #F1tires",Fact Fusion,"[""формула 1"", ""pirelli tires"", ""f1 tires"", ""интересно"", ""интересные истории"", ""fact fusion"", ""ff"", ""факт"", ""интересное"", ""удивительные факты"", ""познавательное"", ""познавательные факт"", ""невероятные факты"", ""топ"", ""вы не знали"", ""а вы знали"", ""ютуб шортс"", ""факты""]",1950423,12123.628998401331,1,60,2025-11-06T19:36:57Z,2,Autos & Vehicles,"[""pirelli"", ""pirellitires"", ""inaudio"", ""f1tires""]",[],"[""f1 tires"", ""fact fusion"", ""ff"", ""pirelli tires"", ""а вы знали"", ""вы не знали"", ""интересно"", ""интересное"", ""интересные истории"", ""невероятные факты"", ""познавательное"", ""познавательные факт"", ""топ"", ""удивительные факты"", ""факт"", ""факты"", ""формула 1"", ""ютуб шортс""]","[""f1tires"", ""inaudio"", ""pirelli"", ""pirellitires""]"
